location,timestamp,parameter,units,value
USDiplomaticPost:NewDelhi-8118,2025-02-18T12:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T13:30:00.000-05:00,pm25,µg/m³,112.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T22:30:00.000-05:00,pm25,µg/m³,108.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T23:30:00.000-05:00,pm25,µg/m³,104.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T00:30:00.000-05:00,pm25,µg/m³,101.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T21:30:00.000-05:00,pm25,µg/m³,101.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T22:30:00.000-05:00,pm25,µg/m³,110.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T18:30:00.000-05:00,pm25,µg/m³,106.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T14:30:00.000-05:00,pm25,µg/m³,105.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T15:30:00.000-05:00,pm25,µg/m³,103.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T16:30:00.000-05:00,pm25,µg/m³,102.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T14:30:00.000-05:00,pm25,µg/m³,119.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T15:30:00.000-05:00,pm25,µg/m³,114.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T16:30:00.000-05:00,pm25,µg/m³,116.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T00:30:00.000-05:00,pm25,µg/m³,107.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T21:30:00.000-05:00,pm25,µg/m³,103.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T22:30:00.000-05:00,pm25,µg/m³,192.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T09:30:00.000-05:00,pm25,µg/m³,105.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T10:30:00.000-05:00,pm25,µg/m³,115.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T20:30:00.000-05:00,pm25,µg/m³,134.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T21:30:00.000-05:00,pm25,µg/m³,157.0
USDiplomaticPost:NewDelhi-8118,2025-01-08T06:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-01-19T03:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T02:30:00.000-05:00,pm25,µg/m³,72.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T03:30:00.000-05:00,pm25,µg/m³,67.0
USDiplomaticPost:NewDelhi-8118,2025-01-22T04:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T04:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T05:30:00.000-05:00,pm25,µg/m³,41.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T06:30:00.000-05:00,pm25,µg/m³,38.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T14:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T16:30:00.000-05:00,pm25,µg/m³,93.0
USDiplomaticPost:NewDelhi-8118,2025-01-23T17:30:00.000-05:00,pm25,µg/m³,99.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T01:30:00.000-05:00,pm25,µg/m³,77.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T02:30:00.000-05:00,pm25,µg/m³,62.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T03:30:00.000-05:00,pm25,µg/m³,53.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T04:30:00.000-05:00,pm25,µg/m³,41.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T05:30:00.000-05:00,pm25,µg/m³,31.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T15:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T21:30:00.000-05:00,pm25,µg/m³,63.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T22:30:00.000-05:00,pm25,µg/m³,69.0
USDiplomaticPost:NewDelhi-8118,2025-01-24T23:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T00:30:00.000-05:00,pm25,µg/m³,53.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T01:30:00.000-05:00,pm25,µg/m³,47.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T02:30:00.000-05:00,pm25,µg/m³,43.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T06:30:00.000-05:00,pm25,µg/m³,49.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T07:30:00.000-05:00,pm25,µg/m³,52.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T08:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T11:30:00.000-05:00,pm25,µg/m³,93.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T12:30:00.000-05:00,pm25,µg/m³,91.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T21:30:00.000-05:00,pm25,µg/m³,79.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T16:30:00.000-05:00,pm25,µg/m³,89.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T17:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T18:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T19:30:00.000-05:00,pm25,µg/m³,91.0
USDiplomaticPost:NewDelhi-8118,2025-01-25T20:30:00.000-05:00,pm25,µg/m³,80.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T02:30:00.000-05:00,pm25,µg/m³,64.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T03:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T04:30:00.000-05:00,pm25,µg/m³,58.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T05:30:00.000-05:00,pm25,µg/m³,52.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T06:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-01-26T07:30:00.000-05:00,pm25,µg/m³,52.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T01:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T03:30:00.000-05:00,pm25,µg/m³,71.0
USDiplomaticPost:NewDelhi-8118,2025-01-27T04:30:00.000-05:00,pm25,µg/m³,60.0
USDiplomaticPost:NewDelhi-8118,2025-01-28T02:30:00.000-05:00,pm25,µg/m³,88.0
USDiplomaticPost:NewDelhi-8118,2025-02-01T05:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-02-05T06:30:00.000-05:00,pm25,µg/m³,37.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T01:30:00.000-05:00,pm25,µg/m³,76.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T02:30:00.000-05:00,pm25,µg/m³,46.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T03:30:00.000-05:00,pm25,µg/m³,31.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T04:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T12:30:00.000-05:00,pm25,µg/m³,77.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T13:30:00.000-05:00,pm25,µg/m³,80.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T14:30:00.000-05:00,pm25,µg/m³,95.0
USDiplomaticPost:NewDelhi-8118,2025-02-06T15:30:00.000-05:00,pm25,µg/m³,87.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T00:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T01:30:00.000-05:00,pm25,µg/m³,47.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T02:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T11:30:00.000-05:00,pm25,µg/m³,68.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T12:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-02-07T13:30:00.000-05:00,pm25,µg/m³,82.0
USDiplomaticPost:NewDelhi-8118,2025-02-08T23:30:00.000-05:00,pm25,µg/m³,92.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T00:30:00.000-05:00,pm25,µg/m³,93.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T01:30:00.000-05:00,pm25,µg/m³,84.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T02:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-09T06:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-02-10T06:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T00:30:00.000-05:00,pm25,µg/m³,86.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T01:30:00.000-05:00,pm25,µg/m³,73.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T06:30:00.000-05:00,pm25,µg/m³,57.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T07:30:00.000-05:00,pm25,µg/m³,67.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T08:30:00.000-05:00,pm25,µg/m³,68.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T09:30:00.000-05:00,pm25,µg/m³,89.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T10:30:00.000-05:00,pm25,µg/m³,98.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T20:30:00.000-05:00,pm25,µg/m³,97.0
USDiplomaticPost:NewDelhi-8118,2025-02-11T21:30:00.000-05:00,pm25,µg/m³,91.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T06:30:00.000-05:00,pm25,µg/m³,28.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T07:30:00.000-05:00,pm25,µg/m³,27.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T08:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T18:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T19:30:00.000-05:00,pm25,µg/m³,68.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T20:30:00.000-05:00,pm25,µg/m³,77.0
USDiplomaticPost:NewDelhi-8118,2025-02-12T21:30:00.000-05:00,pm25,µg/m³,79.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T04:30:00.000-05:00,pm25,µg/m³,31.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T06:30:00.000-05:00,pm25,µg/m³,29.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T07:30:00.000-05:00,pm25,µg/m³,24.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T08:30:00.000-05:00,pm25,µg/m³,35.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T09:30:00.000-05:00,pm25,µg/m³,47.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T21:30:00.000-05:00,pm25,µg/m³,80.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T14:30:00.000-05:00,pm25,µg/m³,63.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T15:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T16:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T17:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-13T18:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-02-14T01:30:00.000-05:00,pm25,µg/m³,46.0
USDiplomaticPost:NewDelhi-8118,2025-02-14T02:30:00.000-05:00,pm25,µg/m³,44.0
USDiplomaticPost:NewDelhi-8118,2025-02-14T03:30:00.000-05:00,pm25,µg/m³,30.0
USDiplomaticPost:NewDelhi-8118,2025-02-14T04:30:00.000-05:00,pm25,µg/m³,47.0
USDiplomaticPost:NewDelhi-8118,2025-02-14T05:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T01:30:00.000-05:00,pm25,µg/m³,88.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T02:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T03:30:00.000-05:00,pm25,µg/m³,62.0
USDiplomaticPost:NewDelhi-8118,2025-02-15T04:30:00.000-05:00,pm25,µg/m³,64.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T01:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T02:30:00.000-05:00,pm25,µg/m³,79.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T03:30:00.000-05:00,pm25,µg/m³,77.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T06:30:00.000-05:00,pm25,µg/m³,42.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T09:30:00.000-05:00,pm25,µg/m³,76.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T10:30:00.000-05:00,pm25,µg/m³,88.0
USDiplomaticPost:NewDelhi-8118,2025-02-16T19:30:00.000-05:00,pm25,µg/m³,99.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T02:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T03:30:00.000-05:00,pm25,µg/m³,55.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T04:30:00.000-05:00,pm25,µg/m³,60.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T05:30:00.000-05:00,pm25,µg/m³,60.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T06:30:00.000-05:00,pm25,µg/m³,63.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T07:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T08:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-02-17T16:30:00.000-05:00,pm25,µg/m³,95.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T01:30:00.000-05:00,pm25,µg/m³,84.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T02:30:00.000-05:00,pm25,µg/m³,57.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T03:30:00.000-05:00,pm25,µg/m³,27.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T04:30:00.000-05:00,pm25,µg/m³,17.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T10:30:00.000-05:00,pm25,µg/m³,63.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T11:30:00.000-05:00,pm25,µg/m³,96.0
USDiplomaticPost:NewDelhi-8118,2025-02-18T23:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T00:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T06:30:00.000-05:00,pm25,µg/m³,34.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T11:30:00.000-05:00,pm25,µg/m³,86.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T12:30:00.000-05:00,pm25,µg/m³,73.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T13:30:00.000-05:00,pm25,µg/m³,53.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T21:30:00.000-05:00,pm25,µg/m³,49.0
USDiplomaticPost:NewDelhi-8118,2025-02-19T22:30:00.000-05:00,pm25,µg/m³,69.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T01:30:00.000-05:00,pm25,µg/m³,62.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T06:30:00.000-05:00,pm25,µg/m³,32.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T08:30:00.000-05:00,pm25,µg/m³,36.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T09:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T10:30:00.000-05:00,pm25,µg/m³,67.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T11:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T12:30:00.000-05:00,pm25,µg/m³,82.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T18:30:00.000-05:00,pm25,µg/m³,69.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T19:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-20T20:30:00.000-05:00,pm25,µg/m³,74.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T05:30:00.000-05:00,pm25,µg/m³,94.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T06:30:00.000-05:00,pm25,µg/m³,79.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T07:30:00.000-05:00,pm25,µg/m³,89.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T08:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T09:30:00.000-05:00,pm25,µg/m³,96.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T21:30:00.000-05:00,pm25,µg/m³,66.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T16:30:00.000-05:00,pm25,µg/m³,72.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T17:30:00.000-05:00,pm25,µg/m³,75.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T18:30:00.000-05:00,pm25,µg/m³,77.0
USDiplomaticPost:NewDelhi-8118,2025-02-21T19:30:00.000-05:00,pm25,µg/m³,68.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T06:30:00.000-05:00,pm25,µg/m³,31.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T07:30:00.000-05:00,pm25,µg/m³,37.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T21:30:00.000-05:00,pm25,µg/m³,74.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T15:30:00.000-05:00,pm25,µg/m³,65.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T16:30:00.000-05:00,pm25,µg/m³,73.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T17:30:00.000-05:00,pm25,µg/m³,80.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T19:30:00.000-05:00,pm25,µg/m³,91.0
USDiplomaticPost:NewDelhi-8118,2025-02-22T20:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T03:30:00.000-05:00,pm25,µg/m³,41.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T04:30:00.000-05:00,pm25,µg/m³,41.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T05:30:00.000-05:00,pm25,µg/m³,38.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T06:30:00.000-05:00,pm25,µg/m³,37.0
USDiplomaticPost:NewDelhi-8118,2025-02-23T17:30:00.000-05:00,pm25,µg/m³,90.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T02:30:00.000-05:00,pm25,µg/m³,71.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T03:30:00.000-05:00,pm25,µg/m³,61.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T04:30:00.000-05:00,pm25,µg/m³,41.0
USDiplomaticPost:NewDelhi-8118,2025-02-24T13:30:00.000-05:00,pm25,µg/m³,99.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T01:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T02:30:00.000-05:00,pm25,µg/m³,75.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T03:30:00.000-05:00,pm25,µg/m³,69.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T08:30:00.000-05:00,pm25,µg/m³,51.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T09:30:00.000-05:00,pm25,µg/m³,54.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T10:30:00.000-05:00,pm25,µg/m³,68.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T11:30:00.000-05:00,pm25,µg/m³,73.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T12:30:00.000-05:00,pm25,µg/m³,82.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T13:30:00.000-05:00,pm25,µg/m³,96.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T14:30:00.000-05:00,pm25,µg/m³,88.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T19:30:00.000-05:00,pm25,µg/m³,96.0
USDiplomaticPost:NewDelhi-8118,2025-02-25T20:30:00.000-05:00,pm25,µg/m³,99.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T06:30:00.000-05:00,pm25,µg/m³,55.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T07:30:00.000-05:00,pm25,µg/m³,64.0
USDiplomaticPost:NewDelhi-8118,2025-02-26T08:30:00.000-05:00,pm25,µg/m³,78.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T06:30:00.000-05:00,pm25,µg/m³,25.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T07:30:00.000-05:00,pm25,µg/m³,26.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T08:30:00.000-05:00,pm25,µg/m³,28.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T09:30:00.000-05:00,pm25,µg/m³,38.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T10:30:00.000-05:00,pm25,µg/m³,31.0
USDiplomaticPost:NewDelhi-8118,2025-02-27T11:30:00.000-05:00,pm25,µg/m³,51.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T06:30:00.000-05:00,pm25,µg/m³,55.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T09:30:00.000-05:00,pm25,µg/m³,52.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T10:30:00.000-05:00,pm25,µg/m³,56.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T11:30:00.000-05:00,pm25,µg/m³,59.0
USDiplomaticPost:NewDelhi-8118,2025-02-28T12:30:00.000-05:00,pm25,µg/m³,54.0
NewDelhi-8118,2025-01-12T14:30:00.000-05:00,pm25,µg/m³,180.0
NewDelhi-8118,2025-01-12T15:30:00.000-05:00,pm25,µg/m³,150.0
NewDelhi-8118,2025-01-13T02:30:00.000-05:00,pm25,µg/m³,110.0
NewDelhi-8118,2025-01-13T03:30:00.000-05:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-01-13T12:30:00.000-05:00,pm25,µg/m³,187.0
NewDelhi-8118,2025-01-13T13:30:00.000-05:00,pm25,µg/m³,188.0
NewDelhi-8118,2025-01-20T18:30:00.000-05:00,pm25,µg/m³,148.0
NewDelhi-8118,2025-01-20T19:30:00.000-05:00,pm25,µg/m³,143.0
NewDelhi-8118,2025-01-20T20:30:00.000-05:00,pm25,µg/m³,140.0
NewDelhi-8118,2025-01-20T21:30:00.000-05:00,pm25,µg/m³,150.0
NewDelhi-8118,2025-01-20T22:30:00.000-05:00,pm25,µg/m³,145.0
NewDelhi-8118,2025-01-21T07:30:00.000-05:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-01-21T08:30:00.000-05:00,pm25,µg/m³,124.0
NewDelhi-8118,2025-01-21T09:30:00.000-05:00,pm25,µg/m³,161.0
NewDelhi-8118,2025-03-06T13:30:00.000-05:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-06T23:30:00.000-05:00,pm25,µg/m³,109.0
NewDelhi-8118,2025-03-07T13:30:00.000-05:00,pm25,µg/m³,107.0
NewDelhi-8118,2025-03-10T00:30:00.000-04:00,pm25,µg/m³,122.0
NewDelhi-8118,2025-03-10T01:30:00.000-04:00,pm25,µg/m³,103.0
NewDelhi-8118,2025-03-11T00:30:00.000-04:00,pm25,µg/m³,152.0
NewDelhi-8118,2025-03-11T01:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-13T00:30:00.000-04:00,pm25,µg/m³,137.0
NewDelhi-8118,2025-03-13T01:30:00.000-04:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-03-12T23:30:00.000-04:00,pm25,µg/m³,159.0
NewDelhi-8118,2025-03-16T22:30:00.000-04:00,pm25,µg/m³,116.0
NewDelhi-8118,2025-03-17T20:30:00.000-04:00,pm25,µg/m³,116.0
NewDelhi-8118,2025-03-17T21:30:00.000-04:00,pm25,µg/m³,113.0
NewDelhi-8118,2025-03-17T22:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-18T16:30:00.000-04:00,pm25,µg/m³,101.0
NewDelhi-8118,2025-03-18T17:30:00.000-04:00,pm25,µg/m³,102.0
NewDelhi-8118,2025-03-18T18:30:00.000-04:00,pm25,µg/m³,148.0
NewDelhi-8118,2025-03-20T22:30:00.000-04:00,pm25,µg/m³,160.0
NewDelhi-8118,2025-03-23T18:30:00.000-04:00,pm25,µg/m³,108.0
NewDelhi-8118,2025-03-23T19:30:00.000-04:00,pm25,µg/m³,106.0
NewDelhi-8118,2025-03-23T21:30:00.000-04:00,pm25,µg/m³,104.0
NewDelhi-8118,2025-03-23T22:30:00.000-04:00,pm25,µg/m³,113.0
NewDelhi-8118,2025-03-23T23:30:00.000-04:00,pm25,µg/m³,147.0
NewDelhi-8118,2025-03-24T19:30:00.000-04:00,pm25,µg/m³,127.0
NewDelhi-8118,2025-03-24T20:30:00.000-04:00,pm25,µg/m³,132.0
NewDelhi-8118,2025-03-24T21:30:00.000-04:00,pm25,µg/m³,138.0
NewDelhi-8118,2025-03-24T22:30:00.000-04:00,pm25,µg/m³,149.0
NewDelhi-8118,2025-03-25T22:30:00.000-04:00,pm25,µg/m³,162.0
NewDelhi-8118,2025-03-25T18:30:00.000-04:00,pm25,µg/m³,134.0
NewDelhi-8118,2025-03-25T19:30:00.000-04:00,pm25,µg/m³,140.0
NewDelhi-8118,2025-03-25T20:30:00.000-04:00,pm25,µg/m³,133.0
NewDelhi-8118,2025-03-25T21:30:00.000-04:00,pm25,µg/m³,141.0
NewDelhi-8118,2025-03-26T15:30:00.000-04:00,pm25,µg/m³,100.0
NewDelhi-8118,2025-03-26T16:30:00.000-04:00,pm25,µg/m³,111.0
NewDelhi-8118,2025-03-26T17:30:00.000-04:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-03-26T18:30:00.000-04:00,pm25,µg/m³,122.0
NewDelhi-8118,2025-03-26T21:30:00.000-04:00,pm25,µg/m³,170.0
NewDelhi-8118,2025-03-27T17:30:00.000-04:00,pm25,µg/m³,174.0
NewDelhi-8118,2025-03-30T21:30:00.000-04:00,pm25,µg/m³,163.0
NewDelhi-8118,2025-03-30T23:30:00.000-04:00,pm25,µg/m³,170.0
NewDelhi-8118,2025-03-31T00:30:00.000-04:00,pm25,µg/m³,154.0
NewDelhi-8118,2025-03-31T22:30:00.000-04:00,pm25,µg/m³,159.0
NewDelhi-8118,2025-03-31T23:30:00.000-04:00,pm25,µg/m³,136.0
NewDelhi-8118,2025-04-01T00:30:00.000-04:00,pm25,µg/m³,117.0
NewDelhi-8118,2025-04-01T22:30:00.000-04:00,pm25,µg/m³,244.0
NewDelhi-8118,2025-04-01T23:30:00.000-04:00,pm25,µg/m³,174.0
