features,pm25,AQI_Category
"[164.5,16.9,69.0,-9.5,-7.400000000000002,164.5,18.0]",155.0,Unhealthy
"[164.5,27.7,79.9,-2.5,3.0,164.5,20.0]",162.0,Unhealthy
"[165.0,9.8,51.9,-15.0,-4.699999999999999,165.0,20.0]",150.0,Unhealthy
"[165.0,17.8,43.7,20.5,-3.1999999999999993,173.16666666666666,4.0]",185.5,Unhealthy
"[165.0,20.55,77.75,31.0,-14.349999999999998,165.0,12.0]",196.0,Unhealthy
"[165.0,22.0,80.5,0.5,7.949999999999999,163.83333333333334,6.0]",165.5,Unhealthy
"[165.0,24.8,79.5,8.5,3.0500000000000007,167.5,19.0]",173.5,Unhealthy
"[165.0,25.3,67.8,-6.0,4.400000000000002,166.16666666666666,19.0]",159.0,Unhealthy
"[165.0,26.2,89.7,4.5,10.2,166.33333333333334,1.0]",169.5,Unhealthy
"[165.0,35.0,69.2,4.5,7.649999999999999,163.0,17.0]",169.5,Unhealthy
"[165.5,21.7,60.7,-4.5,-6.300000000000001,165.5,15.0]",161.0,Unhealthy
"[166.0,5.1,35.6,-11.0,-3.4000000000000004,159.83333333333334,7.0]",155.0,Unhealthy
"[166.0,10.149999999999999,40.45,7.0,-2.0500000000000007,166.0,0.0]",173.0,Unhealthy
"[166.0,14.4,30.9,24.0,-8.15,176.66666666666666,21.0]",190.0,Unhealthy
"[166.0,17.6,62.8,-8.0,-3.1999999999999993,166.0,7.0]",158.0,Unhealthy
"[166.0,25.35,43.5,3.0,2.25,166.0,14.0]",169.0,Unhealthy
"[166.0,27.0,64.3,-11.5,2.5,162.0,7.0]",154.5,Unhealthy
"[166.0,27.2,33.1,-15.5,10.849999999999998,159.83333333333334,20.0]",150.5,Unhealthy
"[166.0,30.6,80.6,-10.0,7.300000000000001,137.16666666666666,7.0]",156.0,Unhealthy
"[166.5,20.7,66.94999999999999,12.5,10.1,166.5,14.0]",179.0,Unhealthy
"[167.0,5.5,46.3,1.0,-12.25,169.33333333333334,3.0]",168.0,Unhealthy
"[167.0,8.7,86.4,18.5,-8.3,168.66666666666666,4.0]",185.5,Unhealthy
"[167.0,12.649999999999999,55.900000000000006,-22.0,2.549999999999999,167.0,6.0]",145.0,Unhealthy
"[167.0,24.7,71.8,-2.5,4.5,164.66666666666666,20.0]",164.5,Unhealthy
"[167.0,24.9,72.3,3.0,6.049999999999997,169.16666666666666,11.0]",170.0,Unhealthy
"[167.5,18.6,40.55,-4.5,4.500000000000002,167.5,13.0]",163.0,Unhealthy
"[168.0,16.1,73.7,-12.0,1.5000000000000018,168.0,0.0]",156.0,Unhealthy
"[168.0,17.7,46.05,1.0,12.2,168.0,3.0]",169.0,Unhealthy
"[168.0,22.7,46.3,-8.0,-11.599999999999998,168.0,1.0]",160.0,Unhealthy
"[168.0,24.75,49.099999999999994,13.0,2.8500000000000014,168.0,2.0]",181.0,Unhealthy
"[168.5,28.95,53.15,7.5,-3.849999999999998,168.5,15.0]",176.0,Unhealthy
"[169.0,21.0,61.35,-4.0,-3.1999999999999993,169.0,3.0]",165.0,Unhealthy
"[169.0,22.3,65.7,18.0,9.700000000000001,169.0,17.0]",187.0,Unhealthy
"[169.0,27.6,37.3,2.5,2.25,168.83333333333334,15.0]",171.5,Unhealthy
"[169.0,29.9,45.8,28.0,12.2,178.0,4.0]",197.0,Unhealthy
"[169.0,31.6,52.4,8.5,0.3500000000000014,170.33333333333334,17.0]",177.5,Unhealthy
"[169.5,20.75,82.19999999999999,5.5,-11.25,169.5,5.0]",175.0,Unhealthy
"[169.5,27.65,53.2,-11.5,0.04999999999999716,169.5,3.0]",158.0,Unhealthy
"[170.0,6.3,48.7,8.5,-8.25,179.66666666666666,22.0]",178.5,Unhealthy
"[170.0,10.0,73.6,2.0,-12.350000000000001,171.83333333333334,21.0]",172.0,Unhealthy
"[170.0,16.7,35.2,-7.0,-4.199999999999999,168.66666666666666,17.0]",163.0,Unhealthy
"[170.0,20.9,70.5,13.0,-3.6000000000000014,170.0,5.0]",183.0,Unhealthy
"[170.0,27.2,79.35,11.0,0.0,170.0,21.0]",181.0,Unhealthy
"[170.0,28.0,49.7,-4.5,0.5500000000000007,163.5,15.0]",165.5,Unhealthy
"[170.5,10.8,61.849999999999994,-14.5,-2.299999999999999,170.5,18.0]",156.0,Unhealthy
"[170.5,14.0,41.05,9.5,-4.899999999999999,170.5,6.0]",180.0,Unhealthy
"[170.5,18.85,75.0,-3.5,6.050000000000001,170.5,10.0]",167.0,Unhealthy
"[170.5,22.799999999999997,45.25,-21.5,11.999999999999996,170.5,21.0]",149.0,Unhealthy
"[170.5,29.15,54.75,18.5,3.849999999999998,170.5,16.0]",189.0,Unhealthy
"[171.0,17.65,64.35,-7.0,-11.850000000000001,171.0,23.0]",164.0,Unhealthy
"[172.0,14.1,31.4,-4.5,3.9499999999999993,170.66666666666666,13.0]",167.5,Unhealthy
"[172.0,32.05,42.45,23.0,-2.75,172.0,22.0]",195.0,Unhealthy
"[172.5,10.15,45.849999999999994,-0.5,3.95,172.5,12.0]",172.0,Unhealthy
"[173.0,7.0,86.1,127.0,-1.0500000000000007,216.5,8.0]",300.0,Unhealthy
"[173.0,8.1,49.7,-10.5,-2.049999999999999,167.16666666666666,1.0]",162.5,Unhealthy
"[173.0,14.7,78.5,16.0,0.8999999999999986,173.5,13.0]",189.0,Unhealthy
"[173.0,17.75,65.9,-6.0,-12.25,173.0,2.0]",167.0,Unhealthy
"[173.0,20.9,40.35,-3.0,-4.200000000000003,173.0,16.0]",170.0,Unhealthy
"[173.0,24.2,79.0,-4.0,9.2,179.0,3.0]",169.0,Unhealthy
"[173.0,29.9,47.1,0.0,1.5,170.5,22.0]",173.0,Unhealthy
"[173.5,27.75,55.75,8.5,2.9499999999999993,173.5,19.0]",182.0,Unhealthy
"[174.0,7.8,54.9,2.0,-9.2,173.16666666666666,2.0]",176.0,Unhealthy
"[174.0,13.7,56.3,-28.0,-6.199999999999999,174.0,4.0]",146.0,Unhealthy
"[174.0,16.2,58.4,8.5,6.199999999999999,176.16666666666666,22.0]",182.5,Unhealthy
"[174.0,19.1,42.2,10.5,-4.25,176.66666666666666,16.0]",184.5,Unhealthy
"[174.0,19.799999999999997,61.25,-14.0,-2.1000000000000014,174.0,21.0]",160.0,Unhealthy
"[174.0,20.8,48.4,-8.0,-6.949999999999999,167.5,7.0]",166.0,Unhealthy
"[174.0,29.1,74.2,-10.5,-2.3000000000000007,170.83333333333334,1.0]",163.5,Unhealthy
"[174.0,29.6,50.5,13.5,5.300000000000001,181.5,11.0]",187.5,Unhealthy
"[174.5,20.9,71.44999999999999,-9.5,4.399999999999999,174.5,18.0]",165.0,Unhealthy
"[174.5,33.85,56.75,1.5,-0.14999999999999858,174.5,23.0]",176.0,Unhealthy
"[175.0,31.400000000000002,74.75,-1.0,-2.3000000000000007,175.0,0.0]",174.0,Unhealthy
"[175.5,23.15,72.85,1.5,4.349999999999998,175.5,18.0]",177.0,Unhealthy
"[175.5,26.6,71.75,7.5,3.700000000000003,175.5,3.0]",183.0,Unhealthy
"[175.5,28.8,66.44999999999999,-7.5,-5.900000000000002,175.5,2.0]",168.0,Unhealthy
"[176.0,13.899999999999999,66.25,16.0,-0.3000000000000007,176.0,3.0]",192.0,Unhealthy
"[176.0,14.9,32.8,0.0,-9.999999999999998,176.0,9.0]",176.0,Unhealthy
"[176.0,17.9,67.3,-26.5,3.8999999999999986,180.5,20.0]",149.5,Unhealthy
"[176.0,19.8,63.45,2.0,12.0,176.0,2.0]",178.0,Unhealthy
"[176.0,21.799999999999997,62.4,-18.0,-6.100000000000001,176.0,18.0]",158.0,Unhealthy
"[176.0,24.9,49.6,0.0,9.999999999999998,178.0,8.0]",176.0,Unhealthy
"[176.0,25.1,45.5,-3.0,-3.849999999999998,172.5,16.0]",173.0,Unhealthy
"[176.0,28.2,42.4,0.0,-1.8000000000000007,178.5,0.0]",176.0,Unhealthy
"[176.0,31.25,44.9,0.0,3.0500000000000007,176.0,0.0]",176.0,Unhealthy
"[176.0,33.7,75.3,-1.0,-0.14999999999999858,175.16666666666666,0.0]",175.0,Unhealthy
"[176.0,34.3,47.4,-8.0,3.049999999999997,173.33333333333334,1.0]",168.0,Unhealthy
"[176.5,8.05,61.0,-3.5,-1.049999999999999,176.5,7.0]",173.0,Unhealthy
"[177.0,8.7,46.4,21.0,-0.5,184.16666666666666,10.0]",198.0,Unhealthy
"[177.0,21.9,60.2,3.0,-2.6499999999999986,180.33333333333334,1.0]",180.0,Unhealthy
"[177.0,27.5,57.7,9.0,4.350000000000001,179.5,19.0]",186.0,Unhealthy
"[177.0,34.7,40.0,-3.5,3.75,179.33333333333334,20.0]",173.5,Unhealthy
"[177.5,27.8,46.75,8.5,-3.8000000000000007,177.5,17.0]",186.0,Unhealthy
"[178.0,29.5,83.4,-7.0,5.5,178.66666666666666,23.0]",171.0,Unhealthy
"[178.0,31.8,72.0,12.0,12.0,181.33333333333334,3.0]",190.0,Unhealthy
"[178.5,11.9,62.9,-4.5,-5.4,178.5,6.0]",174.0,Unhealthy
"[178.5,20.15,56.2,8.5,13.849999999999998,178.5,22.0]",187.0,Unhealthy
"[178.5,23.15,70.2,-4.5,-10.350000000000001,178.5,9.0]",174.0,Unhealthy
"[179.0,18.75,77.75,14.0,-8.55,179.0,11.0]",193.0,Unhealthy
"[179.0,23.15,62.8,-5.0,1.1499999999999986,179.0,17.0]",174.0,Unhealthy
"[179.0,26.0,40.9,5.5,0.3999999999999986,185.83333333333334,8.0]",184.5,Unhealthy
"[179.0,30.0,85.5,-6.0,2.8000000000000007,178.83333333333334,2.0]",173.0,Unhealthy
"[179.0,30.8,44.8,10.0,10.100000000000001,178.16666666666666,15.0]",189.0,Unhealthy
"[180.0,9.1,35.9,-3.5,-4.9,175.66666666666666,7.0]",176.5,Unhealthy
"[180.0,14.5,39.8,-15.0,3.8000000000000007,178.16666666666666,20.0]",165.0,Unhealthy
"[180.0,14.6,78.9,-12.0,-9.700000000000001,177.16666666666666,0.0]",168.0,Unhealthy
"[180.0,28.3,64.15,3.0,6.400000000000002,180.0,1.0]",183.0,Unhealthy
"[180.0,30.5,58.4,15.0,8.600000000000001,188.83333333333334,4.0]",195.0,Unhealthy
"[180.0,30.6,70.2,5.0,0.6499999999999986,184.16666666666666,0.0]",185.0,Unhealthy
"[180.5,24.1,49.0,3.5,-2.099999999999998,180.5,16.0]",184.0,Unhealthy
"[180.5,25.75,50.55,-16.5,-3.0500000000000007,180.5,20.0]",164.0,Unhealthy
"[181.0,27.6,45.3,-11.5,2.8500000000000014,172.83333333333334,3.0]",169.5,Unhealthy
"[181.5,33.2,39.5,-18.5,-0.7999999999999972,181.5,19.0]",163.0,Unhealthy
"[182.0,6.5,60.4,5.0,-13.0,184.5,9.0]",187.0,Unhealthy
"[182.0,14.9,49.6,-6.0,1.700000000000001,182.0,7.0]",176.0,Unhealthy
"[182.0,30.7,32.0,-8.0,2.9499999999999993,176.5,20.0]",174.0,Unhealthy
"[182.5,6.0,32.9,0.0,-10.2,179.66666666666666,23.0]",182.5,Unhealthy
"[182.5,16.2,58.4,8.5,10.2,185.33333333333334,23.0]",191.0,Unhealthy
"[183.0,12.8,75.2,7.5,0.9000000000000004,181.16666666666666,3.0]",190.5,Unhealthy
"[183.0,17.3,78.3,-4.5,-3.599999999999998,177.16666666666666,6.0]",178.5,Unhealthy
"[183.0,24.3,57.35,-9.0,5.300000000000001,183.0,10.0]",174.0,Unhealthy
"[183.0,25.7,69.8,-11.0,6.050000000000001,180.83333333333334,5.0]",172.0,Unhealthy
"[183.0,30.3,78.7,12.5,3.6999999999999993,184.66666666666666,4.0]",195.5,Unhealthy
"[183.0,33.5,62.7,-4.5,13.7,183.83333333333334,9.0]",178.5,Unhealthy
"[183.0,34.7,68.1,-7.5,6.400000000000002,179.5,2.0]",175.5,Unhealthy
"[183.5,24.3,71.30000000000001,-3.5,-9.7,183.5,23.0]",180.0,Unhealthy
"[183.5,30.0,53.650000000000006,-7.5,-1.8000000000000007,183.5,23.0]",176.0,Unhealthy
"[184.0,16.5,75.1,-9.5,3.1999999999999993,182.66666666666666,18.0]",174.5,Unhealthy
"[184.0,22.0,65.2,-5.0,-2.1000000000000014,181.16666666666666,17.0]",179.0,Unhealthy
"[184.0,23.7,55.4,14.0,0.6999999999999993,179.5,15.0]",198.0,Unhealthy
"[184.0,24.549999999999997,64.80000000000001,-7.0,-2.650000000000002,184.0,0.0]",177.0,Unhealthy
"[184.5,14.600000000000001,61.5,10.5,-4.5,184.5,16.0]",195.0,Unhealthy
"[184.5,18.95,59.0,5.5,-7.050000000000001,184.5,8.0]",190.0,Unhealthy
"[184.5,19.5,69.2,-2.5,-13.0,184.5,8.0]",182.0,Unhealthy
"[184.5,27.2,70.7,-5.5,2.8000000000000007,184.5,1.0]",179.0,Unhealthy
"[185.0,13.1,46.1,-14.5,-8.4,185.16666666666666,18.0]",170.5,Unhealthy
"[185.0,27.5,63.05,5.0,-3.1000000000000014,185.0,0.0]",190.0,Unhealthy
"[185.5,7.85,72.6,18.5,-0.8499999999999996,185.5,4.0]",204.0,Unhealthy
"[185.5,14.95,60.7,20.5,-2.8500000000000014,185.5,4.0]",206.0,Unhealthy
"[186.0,7.1,38.8,22.5,-13.15,189.33333333333334,16.0]",208.5,Unhealthy
"[186.0,12.1,82.7,0.0,-2.0999999999999996,187.66666666666666,0.0]",186.0,Unhealthy
"[186.0,15.25,74.75,-31.0,-3.8500000000000014,186.0,8.0]",155.0,Unhealthy
"[186.0,18.0,57.400000000000006,9.0,-9.5,186.0,19.0]",195.0,Unhealthy
"[186.0,24.0,41.1,6.0,-3.8000000000000007,185.16666666666666,18.0]",192.0,Unhealthy
"[186.0,26.2,69.2,0.0,14.1,186.0,1.0]",186.0,Unhealthy
"[186.0,26.8,68.7,27.0,0.6000000000000014,195.0,2.0]",213.0,Unhealthy
"[186.0,28.4,55.4,1.0,-0.45000000000000284,188.66666666666666,14.0]",187.0,Unhealthy
"[186.5,18.3,53.25,30.5,-10.599999999999998,186.5,16.0]",217.0,Unhealthy
"[187.0,13.0,48.0,2.0,0.0,193.33333333333334,0.0]",189.0,Unhealthy
"[187.0,24.0,59.550000000000004,-9.0,5.5,187.0,22.0]",178.0,Unhealthy
"[187.0,25.35,48.5,1.0,-3.049999999999997,187.0,14.0]",188.0,Unhealthy
"[187.0,32.0,65.0,0.5,9.7,181.16666666666666,18.0]",187.5,Unhealthy
"[187.0,32.5,78.0,-2.5,13.0,184.0,8.0]",184.5,Unhealthy
"[187.0,34.0,63.7,-3.5,13.850000000000001,183.0,23.0]",183.5,Unhealthy
"[187.5,29.950000000000003,52.900000000000006,-7.5,0.6500000000000021,187.5,23.0]",180.0,Unhealthy
"[187.5,30.5,42.7,13.5,0.8999999999999986,187.5,11.0]",201.0,Unhealthy
"[187.5,31.0,55.1,0.5,-1.0,187.5,18.0]",188.0,Unhealthy
"[188.0,13.2,78.3,-6.0,-4.199999999999999,186.0,7.0]",182.0,Unhealthy
"[188.0,17.4,59.5,0.0,-42.6,188.0,6.0]",188.0,Unhealthy
"[188.0,21.9,77.8,-14.0,-5.949999999999999,192.5,21.0]",174.0,Unhealthy
"[188.0,30.0,45.2,-26.5,-1.0,179.0,19.0]",161.5,Unhealthy
"[188.0,30.5,31.9,6.5,2.8500000000000014,190.0,13.0]",194.5,Unhealthy
"[189.0,10.1,51.7,-22.0,0.7999999999999989,189.83333333333334,6.0]",167.0,Unhealthy
"[189.0,30.3,62.3,10.0,-0.5,189.0,15.0]",199.0,Unhealthy
"[189.0,33.0,75.6,29.0,3.8500000000000014,192.5,17.0]",218.0,Unhealthy
"[189.5,10.7,56.75,-9.5,3.799999999999999,189.5,19.0]",180.0,Unhealthy
"[189.5,13.3,77.94999999999999,-5.5,3.200000000000001,189.5,17.0]",184.0,Unhealthy
"[190.0,11.55,32.599999999999994,24.0,-2.8499999999999996,190.0,21.0]",214.0,Unhealthy
"[190.0,11.9,77.1,11.5,-7.049999999999999,192.0,9.0]",201.5,Unhealthy
"[190.0,19.8,51.5,-7.0,13.700000000000001,190.0,8.0]",183.0,Unhealthy
"[190.0,24.4,55.9,-5.5,-3.1000000000000014,186.5,1.0]",184.5,Unhealthy
"[190.0,25.85,75.85,12.0,-5.949999999999999,190.0,3.0]",202.0,Unhealthy
"[190.5,9.45,71.6,7.5,-3.3500000000000014,190.5,3.0]",198.0,Unhealthy
"[190.5,14.55,40.75,-20.5,-8.25,190.5,21.0]",170.0,Unhealthy
"[190.5,31.3,63.25,25.5,1.1999999999999993,190.5,14.0]",216.0,Unhealthy
"[191.0,14.2,69.2,-5.0,0.0,191.0,23.0]",186.0,Unhealthy
"[191.0,15.3,65.1,3.5,1.8000000000000007,196.5,12.0]",194.5,Unhealthy
"[191.0,31.8,64.9,-7.5,10.100000000000001,190.0,23.0]",183.5,Unhealthy
"[192.0,6.5,56.5,-28.0,-3.0,170.66666666666666,5.0]",164.0,Unhealthy
"[192.0,10.8,41.2,-21.5,-5.550000000000001,194.5,21.0]",170.5,Unhealthy
"[192.0,13.6,56.9,-4.5,-0.29999999999999893,185.16666666666666,4.0]",187.5,Unhealthy
"[192.0,19.200000000000003,57.099999999999994,4.0,-3.099999999999998,192.0,15.0]",196.0,Unhealthy
"[192.0,22.95,37.0,6.0,-1.0500000000000007,192.0,18.0]",198.0,Unhealthy
"[192.0,26.2,45.9,7.5,-3.099999999999998,196.0,15.0]",199.5,Unhealthy
"[193.0,10.2,90.0,0.0,-8.55,188.33333333333334,12.0]",193.0,Unhealthy
"[193.0,15.75,80.2,0.0,5.550000000000001,193.0,12.0]",193.0,Unhealthy
"[193.0,21.3,70.4,7.5,5.550000000000001,195.5,13.0]",200.5,Unhealthy
"[193.0,28.85,65.45,-7.0,-0.4499999999999993,193.0,13.0]",186.0,Unhealthy
"[194.0,9.4,35.9,1.0,0.45000000000000107,194.5,21.0]",195.0,Unhealthy
"[194.0,25.6,44.099999999999994,-15.0,0.40000000000000213,194.0,7.0]",179.0,Unhealthy
"[194.0,27.9,48.5,-18.0,1.9499999999999993,190.83333333333334,18.0]",176.0,Unhealthy
"[194.5,8.95,46.5,-0.5,0.4499999999999993,194.5,20.0]",194.0,Unhealthy
"[194.5,19.25,64.0,3.5,3.9499999999999993,194.5,12.0]",198.0,Unhealthy
"[194.5,31.45,56.8,6.5,0.9499999999999993,194.5,13.0]",201.0,Unhealthy
"[195.0,8.1,45.2,25.0,-12.500000000000002,192.33333333333334,16.0]",220.0,Unhealthy
"[195.0,8.5,57.1,-0.5,-9.5,191.83333333333334,20.0]",194.5,Unhealthy
"[195.0,10.1,80.8,-5.5,-4.500000000000002,189.66666666666666,17.0]",189.5,Unhealthy
"[195.0,13.95,35.8,1.0,4.549999999999999,195.0,21.0]",196.0,Unhealthy
"[195.0,14.4,86.5,16.0,4.1,200.5,14.0]",211.0,Unhealthy
"[195.0,15.0,78.15,-22.0,9.2,195.0,2.0]",173.0,Unhealthy
"[195.0,26.45,55.5,-31.0,-5.949999999999999,195.0,13.0]",164.0,Unhealthy
"[195.0,29.3,35.6,-7.5,-2.7499999999999964,184.83333333333334,23.0]",187.5,Unhealthy
"[195.0,29.6,69.5,15.0,-0.8999999999999986,195.0,4.0]",210.0,Unhealthy
"[195.5,10.3,80.85,-0.5,4.1000000000000005,195.5,13.0]",195.0,Unhealthy
"[195.5,21.7,74.80000000000001,-4.5,10.1,195.5,22.0]",191.0,Unhealthy
"[195.5,25.35,77.30000000000001,12.5,-4.949999999999999,195.5,4.0]",208.0,Unhealthy
"[196.0,6.2,75.2,-0.5,-14.350000000000001,185.5,13.0]",195.5,Unhealthy
"[196.0,9.4,77.3,10.5,-3.1500000000000004,200.66666666666666,13.0]",206.5,Unhealthy
"[196.0,14.2,30.6,-5.0,-6.699999999999999,196.83333333333334,23.0]",191.0,Unhealthy
"[196.0,16.1,72.6,16.0,-3.1000000000000014,200.0,16.0]",212.0,Unhealthy
"[196.0,28.9,40.6,7.5,3.25,200.16666666666666,15.0]",203.5,Unhealthy
"[196.0,33.3,61.5,-32.0,11.649999999999999,187.83333333333334,23.0]",164.0,Unhealthy
"[196.5,29.299999999999997,63.8,-4.5,-3.1000000000000014,196.5,14.0]",192.0,Unhealthy
"[197.0,6.1,40.3,-7.0,-2.0,201.5,8.0]",190.0,Unhealthy
"[197.0,25.75,55.0,28.0,-4.149999999999999,197.0,4.0]",225.0,Unhealthy
"[197.0,28.8,71.0,-16.5,8.55,193.0,20.0]",180.5,Unhealthy
"[198.0,6.1,68.0,4.5,-3.3499999999999996,197.0,4.0]",202.5,Unhealthy
"[198.0,23.2,62.9,9.5,3.9499999999999993,200.0,13.0]",207.5,Unhealthy
"[198.0,27.2,71.1,-10.5,-0.15000000000000213,197.33333333333334,19.0]",187.5,Unhealthy
"[199.0,6.9,73.7,-9.5,-12.949999999999998,196.5,19.0]",189.5,Unhealthy
"[199.0,27.9,64.5,2.0,9.899999999999999,201.33333333333334,11.0]",201.0,Unhealthy
"[199.0,29.8,79.8,6.0,-0.5,197.66666666666666,16.0]",205.0,Unhealthy
"[199.5,12.55,54.099999999999994,-3.5,-3.1499999999999986,199.5,12.0]",196.0,Unhealthy
"[199.5,30.549999999999997,47.15,7.5,4.349999999999998,199.5,15.0]",207.0,Unhealthy
"[200.0,21.5,67.55,-15.0,-8.399999999999999,200.0,17.0]",185.0,Unhealthy
"[200.0,27.8,44.8,2.0,5.900000000000002,200.0,19.0]",202.0,Unhealthy
"[200.0,29.3,75.5,-7.0,7.949999999999999,201.0,13.0]",193.0,Unhealthy
"[200.0,32.3,81.9,10.0,6.449999999999999,205.16666666666666,23.0]",210.0,Unhealthy
"[200.0,34.0,41.6,-18.5,13.100000000000001,194.66666666666666,19.0]",181.5,Unhealthy
"[200.5,15.600000000000001,51.45,7.5,-5.699999999999999,200.5,13.0]",208.0,Unhealthy
"[201.0,19.849999999999998,54.55,-2.0,-12.95,201.0,18.0]",199.0,Unhealthy
"[201.0,21.799999999999997,47.7,2.0,-6.100000000000001,201.0,11.0]",203.0,Unhealthy
"[201.0,31.4,34.9,12.5,0.8999999999999986,200.66666666666666,12.0]",213.5,Unhealthy
"[201.0,32.4,81.7,-4.5,0.9499999999999993,197.33333333333334,14.0]",196.5,Unhealthy
"[201.5,19.2,80.9,11.5,7.299999999999999,201.5,9.0]",213.0,Unhealthy
"[202.0,19.9,79.7,-28.0,-5.950000000000003,188.66666666666666,4.0]",174.0,Unhealthy
"[202.0,29.0,78.2,-7.5,0.8999999999999986,204.66666666666666,11.0]",194.5,Unhealthy
"[202.0,33.7,56.7,4.5,5.900000000000002,202.83333333333334,20.0]",206.5,Unhealthy
"[202.5,19.8,64.75,4.5,13.700000000000001,202.5,4.0]",207.0,Unhealthy
"[202.5,20.9,55.650000000000006,-2.5,13.099999999999998,202.5,18.0]",200.0,Unhealthy
"[202.5,25.95,61.3,-8.5,1.9499999999999993,202.5,17.0]",194.0,Unhealthy
"[203.0,13.3,60.4,0.0,7.4,205.83333333333334,2.0]",203.0,Unhealthy
"[203.0,13.3,84.3,-11.5,0.0,199.16666666666666,3.0]",191.5,Unhealthy
"[203.0,15.7,30.9,-3.5,-6.099999999999998,201.16666666666666,12.0]",199.5,Unhealthy
"[203.0,20.4,50.9,1.5,6.449999999999999,204.83333333333334,1.0]",204.5,Unhealthy
"[203.0,32.8,35.4,-2.0,12.549999999999997,204.66666666666666,18.0]",201.0,Unhealthy
"[203.5,17.05,64.45,7.5,-11.849999999999998,203.5,15.0]",211.0,Unhealthy
"[203.5,20.9,53.9,-7.5,0.0,201.0,22.0]",196.0,Unhealthy
"[203.5,20.9,77.0,0.0,-8.900000000000002,206.0,22.0]",203.5,Unhealthy
"[203.5,21.65,56.8,-7.5,11.649999999999999,203.5,22.0]",196.0,Unhealthy
"[204.0,13.0,48.0,-17.0,0.0,225.66666666666666,23.0]",187.0,Unhealthy
"[204.0,13.5,67.1,-13.0,1.8000000000000007,204.0,11.0]",191.0,Unhealthy
"[204.0,18.0,56.0,-5.0,9.9,204.0,10.0]",199.0,Unhealthy
"[204.5,23.049999999999997,56.25,1.5,2.6499999999999986,204.5,1.0]",206.0,Unhealthy
"[205.0,7.8,69.7,-2.5,-5.55,205.5,18.0]",202.5,Unhealthy
"[205.0,26.9,76.94999999999999,6.0,-2.900000000000002,205.0,16.0]",211.0,Unhealthy
"[205.5,25.849999999999998,74.55000000000001,-5.5,6.449999999999999,205.5,22.0]",200.0,Unhealthy
"[206.0,5.7,39.3,0.0,-5.3,206.0,13.0]",206.0,Unhealthy
"[206.0,11.7,78.9,-4.5,-1.6500000000000004,209.33333333333334,19.0]",201.5,Unhealthy
"[206.0,14.049999999999999,65.8,0.0,8.349999999999998,206.0,13.0]",206.0,Unhealthy
"[206.0,25.7,61.6,10.0,2.650000000000002,208.83333333333334,2.0]",216.0,Unhealthy
"[206.5,11.3,67.2,10.5,1.9000000000000004,206.5,13.0]",217.0,Unhealthy
"[206.5,27.35,77.15,-8.5,-0.14999999999999858,206.5,18.0]",198.0,Unhealthy
"[206.5,27.85,45.5,2.5,-2.6499999999999986,206.5,6.0]",209.0,Unhealthy
"[206.5,29.8,56.7,4.5,-3.900000000000002,206.5,20.0]",211.0,Unhealthy
"[207.0,13.95,47.349999999999994,-4.0,6.449999999999999,207.0,0.0]",203.0,Unhealthy
"[207.0,33.5,61.5,20.5,13.7,212.33333333333334,5.0]",227.5,Unhealthy
"[207.0,34.8,78.6,1.0,12.899999999999999,209.83333333333334,9.0]",208.0,Unhealthy
"[207.0,34.9,48.4,4.0,4.350000000000001,205.83333333333334,16.0]",211.0,Unhealthy
"[207.5,15.149999999999999,64.8,9.5,-8.05,207.5,13.0]",217.0,Unhealthy
"[208.0,9.9,32.5,3.0,-5.700000000000001,206.5,14.0]",211.0,Unhealthy
"[208.0,14.1,86.3,2.5,-0.29999999999999893,220.5,12.0]",210.5,Unhealthy
"[208.0,20.4,75.9,9.5,-4.950000000000003,207.0,5.0]",217.5,Unhealthy
"[208.5,7.7,64.0,22.5,0.6000000000000005,208.5,16.0]",231.0,Unhealthy
"[209.0,13.35,61.900000000000006,-4.0,-5.549999999999999,209.0,17.0]",205.0,Unhealthy
"[209.0,23.049999999999997,57.05,-1.0,9.349999999999998,209.0,18.0]",208.0,Unhealthy
"[209.0,25.2,47.3,-15.0,-2.650000000000002,203.16666666666666,7.0]",194.0,Unhealthy
"[210.0,13.7,54.4,-1.0,-8.0,223.16666666666666,18.0]",209.0,Unhealthy
"[210.0,16.0,58.7,1.5,-8.2,210.16666666666666,20.0]",211.5,Unhealthy
"[210.0,19.1,81.5,5.0,6.25,214.16666666666666,0.0]",215.0,Unhealthy
"[210.0,20.25,44.099999999999994,-7.0,12.55,210.0,17.0]",203.0,Unhealthy
"[210.0,21.35,54.05,-10.0,7.950000000000001,210.0,12.0]",200.0,Unhealthy
"[210.0,28.7,80.6,24.0,-0.9000000000000021,213.0,5.0]",234.0,Unhealthy
"[210.5,22.2,84.6,2.5,8.1,210.5,12.0]",213.0,Unhealthy
"[211.0,5.2,88.3,1.0,-11.850000000000001,208.83333333333334,16.0]",212.0,Unhealthy
"[211.0,7.5,43.8,-4.0,-2.4499999999999993,211.5,0.0]",207.0,Unhealthy
"[211.0,10.0,52.1,-7.5,-4.4,211.33333333333334,22.0]",203.5,Unhealthy
"[211.0,13.649999999999999,52.65,3.0,3.7499999999999982,211.0,14.0]",214.0,Unhealthy
"[211.0,14.8,67.55,16.0,0.40000000000000036,211.0,14.0]",227.0,Unhealthy
"[211.0,19.4,67.2,-5.5,4.199999999999999,209.5,22.0]",205.5,Unhealthy
